[2025-10-02 08:08:10] Dispositivo: Pico W_11f0bb, Leitura: 1, Horario: 2025-10-02 08:08:10, Temp: 26.0, Umid: 54.2
[2025-10-02 11:32:41] Dispositivo: Pico W_11f60f, Leitura: 304, Horario: 2025-10-02 11:32:42, Temp: 24.1, Umid: 61.8
[2025-10-02 11:33:03] Dispositivo: Pico W_11f60f, Leitura: 305, Horario: 2025-10-02 11:33:04, Temp: 24.1, Umid: 61.5
[2025-10-02 11:33:26] Dispositivo: Pico W_11f60f, Leitura: 306, Horario: 2025-10-02 11:33:26, Temp: 24.1, Umid: 61.5
[2025-10-02 11:33:48] Dispositivo: Pico W_11f60f, Leitura: 307, Horario: 2025-10-02 11:33:48, Temp: 24.1, Umid: 61.4
[2025-10-02 11:34:10] Dispositivo: Pico W_11f60f, Leitura: 308, Horario: 2025-10-02 11:34:11, Temp: 24.1, Umid: 61.4
[2025-10-02 11:34:33] Dispositivo: Pico W_11f60f, Leitura: 309, Horario: 2025-10-02 11:34:33, Temp: 24.1, Umid: 61.2
[2025-10-02 11:34:47] Dispositivo: Pico W_11f0bb, Leitura: 69, Horario: 2025-10-02 11:34:47, Temp: 26.0, Umid: 55.0
[2025-10-02 11:34:55] Dispositivo: Pico W_11f60f, Leitura: 310, Horario: 2025-10-02 11:34:55, Temp: 24.1, Umid: 61.0
[2025-10-02 11:35:17] Dispositivo: Pico W_11f60f, Leitura: 311, Horario: 2025-10-02 11:35:18, Temp: 24.0, Umid: 61.2
[2025-10-02 11:35:40] Dispositivo: Pico W_11f60f, Leitura: 312, Horario: 2025-10-02 11:35:40, Temp: 24.1, Umid: 61.4
[2025-10-02 11:36:02] Dispositivo: Pico W_11f60f, Leitura: 313, Horario: 2025-10-02 11:36:02, Temp: 24.1, Umid: 61.3
[2025-10-02 11:36:24] Dispositivo: Pico W_11f60f, Leitura: 314, Horario: 2025-10-02 11:36:25, Temp: 24.1, Umid: 61.4
[2025-10-02 11:36:46] Dispositivo: Pico W_11f60f, Leitura: 315, Horario: 2025-10-02 11:36:47, Temp: 24.1, Umid: 61.4
[2025-10-02 11:37:09] Dispositivo: Pico W_11f60f, Leitura: 316, Horario: 2025-10-02 11:37:09, Temp: 24.1, Umid: 61.7
[2025-10-02 11:37:31] Dispositivo: Pico W_11f60f, Leitura: 317, Horario: 2025-10-02 11:37:32, Temp: 24.1, Umid: 61.7
[2025-10-02 11:37:49] Dispositivo: Pico W_11f0bb, Leitura: 70, Horario: 2025-10-02 11:37:49, Temp: 26.0, Umid: 54.9
[2025-10-02 11:37:54] Dispositivo: Pico W_11f60f, Leitura: 318, Horario: 2025-10-02 11:37:54, Temp: 24.2, Umid: 61.8
[2025-10-02 11:38:16] Dispositivo: Pico W_11f60f, Leitura: 319, Horario: 2025-10-02 11:38:16, Temp: 24.2, Umid: 61.9
[2025-10-02 11:38:38] Dispositivo: Pico W_11f60f, Leitura: 320, Horario: 2025-10-02 11:38:38, Temp: 24.2, Umid: 61.7
[2025-10-02 11:39:00] Dispositivo: Pico W_11f60f, Leitura: 321, Horario: 2025-10-02 11:39:01, Temp: 24.2, Umid: 62.0
[2025-10-02 11:39:23] Dispositivo: Pico W_11f60f, Leitura: 322, Horario: 2025-10-02 11:39:23, Temp: 24.2, Umid: 62.1
[2025-10-02 11:40:29] Dispositivo: Pico W_11f60f, Leitura: 1, Horario: 2025-10-02 11:40:30, Temp: 24.3, Umid: 62.1
[2025-10-02 11:40:51] Dispositivo: Pico W_11f60f, Leitura: 2, Horario: 2025-10-02 11:40:52, Temp: 24.3, Umid: 61.3
[2025-10-02 11:40:51] Dispositivo: Pico W_11f0bb, Leitura: 71, Horario: 2025-10-02 11:40:52, Temp: 26.1, Umid: 54.8
[2025-10-02 11:41:14] Dispositivo: Pico W_11f60f, Leitura: 3, Horario: 2025-10-02 11:41:15, Temp: 24.3, Umid: 61.4
[2025-10-02 11:41:36] Dispositivo: Pico W_11f60f, Leitura: 4, Horario: 2025-10-02 11:41:37, Temp: 24.3, Umid: 61.3
[2025-10-02 11:41:58] Dispositivo: Pico W_11f60f, Leitura: 5, Horario: 2025-10-02 11:41:59, Temp: 24.3, Umid: 61.2
[2025-10-02 11:42:21] Dispositivo: Pico W_11f60f, Leitura: 6, Horario: 2025-10-02 11:42:21, Temp: 24.3, Umid: 61.1
[2025-10-02 11:42:43] Dispositivo: Pico W_11f60f, Leitura: 7, Horario: 2025-10-02 11:42:44, Temp: 24.3, Umid: 60.8
[2025-10-02 11:43:05] Dispositivo: Pico W_11f60f, Leitura: 8, Horario: 2025-10-02 11:43:06, Temp: 24.3, Umid: 61.1
[2025-10-02 11:43:28] Dispositivo: Pico W_11f60f, Leitura: 9, Horario: 2025-10-02 11:43:28, Temp: 24.3, Umid: 61.3
[2025-10-02 11:43:50] Dispositivo: Pico W_11f60f, Leitura: 10, Horario: 2025-10-02 11:43:51, Temp: 24.3, Umid: 61.4
[2025-10-02 11:43:54] Dispositivo: Pico W_11f0bb, Leitura: 72, Horario: 2025-10-02 11:43:54, Temp: 25.9, Umid: 55.3
[2025-10-02 11:44:12] Dispositivo: Pico W_11f60f, Leitura: 11, Horario: 2025-10-02 11:44:13, Temp: 24.4, Umid: 61.2
[2025-10-02 11:44:34] Dispositivo: Pico W_11f60f, Leitura: 12, Horario: 2025-10-02 11:44:35, Temp: 24.3, Umid: 60.5
[2025-10-02 11:44:57] Dispositivo: Pico W_11f60f, Leitura: 13, Horario: 2025-10-02 11:44:58, Temp: 24.3, Umid: 60.4
[2025-10-02 11:45:19] Dispositivo: Pico W_11f60f, Leitura: 14, Horario: 2025-10-02 11:45:20, Temp: 24.3, Umid: 60.2
[2025-10-02 11:45:41] Dispositivo: Pico W_11f60f, Leitura: 15, Horario: 2025-10-02 11:45:42, Temp: 24.2, Umid: 60.2
[2025-10-02 11:46:04] Dispositivo: Pico W_11f60f, Leitura: 16, Horario: 2025-10-02 11:46:05, Temp: 24.2, Umid: 60.5
[2025-10-02 11:46:26] Dispositivo: Pico W_11f60f, Leitura: 17, Horario: 2025-10-02 11:46:27, Temp: 24.2, Umid: 61.1
[2025-10-02 11:46:48] Dispositivo: Pico W_11f60f, Leitura: 18, Horario: 2025-10-02 11:46:49, Temp: 24.2, Umid: 61.1
[2025-10-02 11:46:56] Dispositivo: Pico W_11f0bb, Leitura: 73, Horario: 2025-10-02 11:46:56, Temp: 25.9, Umid: 55.1
[2025-10-02 11:47:11] Dispositivo: Pico W_11f60f, Leitura: 19, Horario: 2025-10-02 11:47:11, Temp: 24.2, Umid: 61.2
[2025-10-02 11:47:33] Dispositivo: Pico W_11f60f, Leitura: 20, Horario: 2025-10-02 11:47:34, Temp: 24.3, Umid: 61.3
[2025-10-02 11:47:55] Dispositivo: Pico W_11f60f, Leitura: 21, Horario: 2025-10-02 11:47:56, Temp: 24.3, Umid: 61.4
[2025-10-02 11:48:18] Dispositivo: Pico W_11f60f, Leitura: 22, Horario: 2025-10-02 11:48:18, Temp: 24.3, Umid: 61.2
[2025-10-02 11:48:40] Dispositivo: Pico W_11f60f, Leitura: 23, Horario: 2025-10-02 11:48:41, Temp: 24.3, Umid: 61.0
[2025-10-02 11:49:02] Dispositivo: Pico W_11f60f, Leitura: 24, Horario: 2025-10-02 11:49:03, Temp: 24.3, Umid: 60.7
[2025-10-02 11:49:24] Dispositivo: Pico W_11f60f, Leitura: 25, Horario: 2025-10-02 11:49:25, Temp: 24.3, Umid: 60.6
[2025-10-02 11:49:47] Dispositivo: Pico W_11f60f, Leitura: 26, Horario: 2025-10-02 11:49:48, Temp: 24.3, Umid: 60.5
[2025-10-02 11:49:58] Dispositivo: Pico W_11f0bb, Leitura: 74, Horario: 2025-10-02 11:49:59, Temp: 26.0, Umid: 54.9
[2025-10-02 11:50:09] Dispositivo: Pico W_11f60f, Leitura: 27, Horario: 2025-10-02 11:50:10, Temp: 24.3, Umid: 60.4
[2025-10-02 11:50:31] Dispositivo: Pico W_11f60f, Leitura: 28, Horario: 2025-10-02 11:50:32, Temp: 24.3, Umid: 60.5
[2025-10-02 11:50:54] Dispositivo: Pico W_11f60f, Leitura: 29, Horario: 2025-10-02 11:50:55, Temp: 24.3, Umid: 60.6
[2025-10-02 11:51:16] Dispositivo: Pico W_11f60f, Leitura: 30, Horario: 2025-10-02 11:51:17, Temp: 24.3, Umid: 60.5
[2025-10-02 11:51:38] Dispositivo: Pico W_11f60f, Leitura: 31, Horario: 2025-10-02 11:51:39, Temp: 24.3, Umid: 61.0
[2025-10-02 11:52:01] Dispositivo: Pico W_11f60f, Leitura: 32, Horario: 2025-10-02 11:52:01, Temp: 24.3, Umid: 61.3
[2025-10-02 11:52:23] Dispositivo: Pico W_11f60f, Leitura: 33, Horario: 2025-10-02 11:52:24, Temp: 24.4, Umid: 61.3
[2025-10-02 11:52:45] Dispositivo: Pico W_11f60f, Leitura: 34, Horario: 2025-10-02 11:52:46, Temp: 24.4, Umid: 60.8
[2025-10-02 11:53:01] Dispositivo: Pico W_11f0bb, Leitura: 75, Horario: 2025-10-02 11:53:01, Temp: 26.0, Umid: 54.8
[2025-10-02 11:53:08] Dispositivo: Pico W_11f60f, Leitura: 35, Horario: 2025-10-02 11:53:08, Temp: 24.4, Umid: 60.9
[2025-10-02 11:53:30] Dispositivo: Pico W_11f60f, Leitura: 36, Horario: 2025-10-02 11:53:31, Temp: 24.5, Umid: 61.5
[2025-10-02 11:53:52] Dispositivo: Pico W_11f60f, Leitura: 37, Horario: 2025-10-02 11:53:53, Temp: 24.5, Umid: 61.5
[2025-10-02 11:54:14] Dispositivo: Pico W_11f60f, Leitura: 38, Horario: 2025-10-02 11:54:15, Temp: 24.6, Umid: 61.6
[2025-10-02 11:54:37] Dispositivo: Pico W_11f60f, Leitura: 39, Horario: 2025-10-02 11:54:38, Temp: 24.6, Umid: 61.5
[2025-10-02 11:54:59] Dispositivo: Pico W_11f60f, Leitura: 40, Horario: 2025-10-02 11:55:00, Temp: 24.7, Umid: 61.4
[2025-10-02 11:55:21] Dispositivo: Pico W_11f60f, Leitura: 41, Horario: 2025-10-02 11:55:22, Temp: 24.7, Umid: 60.6
[2025-10-02 11:55:44] Dispositivo: Pico W_11f60f, Leitura: 42, Horario: 2025-10-02 11:55:45, Temp: 24.7, Umid: 60.1
[2025-10-02 11:56:03] Dispositivo: Pico W_11f0bb, Leitura: 76, Horario: 2025-10-02 11:56:03, Temp: 26.0, Umid: 55.2
[2025-10-02 11:56:06] Dispositivo: Pico W_11f60f, Leitura: 43, Horario: 2025-10-02 11:56:07, Temp: 24.7, Umid: 59.6
[2025-10-02 11:56:28] Dispositivo: Pico W_11f60f, Leitura: 44, Horario: 2025-10-02 11:56:29, Temp: 24.7, Umid: 59.6
[2025-10-02 11:56:51] Dispositivo: Pico W_11f60f, Leitura: 45, Horario: 2025-10-02 11:56:51, Temp: 24.6, Umid: 59.6
[2025-10-02 11:57:13] Dispositivo: Pico W_11f60f, Leitura: 46, Horario: 2025-10-02 11:57:14, Temp: 24.6, Umid: 59.8
[2025-10-02 11:57:35] Dispositivo: Pico W_11f60f, Leitura: 47, Horario: 2025-10-02 11:57:36, Temp: 24.6, Umid: 60.1
[2025-10-02 11:57:58] Dispositivo: Pico W_11f60f, Leitura: 48, Horario: 2025-10-02 11:57:58, Temp: 24.6, Umid: 60.2
[2025-10-02 11:58:20] Dispositivo: Pico W_11f60f, Leitura: 49, Horario: 2025-10-02 11:58:21, Temp: 24.6, Umid: 60.3
[2025-10-02 11:58:42] Dispositivo: Pico W_11f60f, Leitura: 50, Horario: 2025-10-02 11:58:43, Temp: 24.6, Umid: 60.4
[2025-10-02 11:59:05] Dispositivo: Pico W_11f60f, Leitura: 51, Horario: 2025-10-02 11:59:05, Temp: 24.7, Umid: 60.3
[2025-10-02 11:59:05] Dispositivo: Pico W_11f0bb, Leitura: 77, Horario: 2025-10-02 11:59:05, Temp: 25.9, Umid: 55.4
[2025-10-02 11:59:27] Dispositivo: Pico W_11f60f, Leitura: 52, Horario: 2025-10-02 11:59:28, Temp: 24.7, Umid: 60.3
[2025-10-02 11:59:49] Dispositivo: Pico W_11f60f, Leitura: 53, Horario: 2025-10-02 11:59:50, Temp: 24.7, Umid: 60.3
[2025-10-02 12:00:11] Dispositivo: Pico W_11f60f, Leitura: 54, Horario: 2025-10-02 12:00:12, Temp: 24.7, Umid: 59.9
[2025-10-02 12:00:34] Dispositivo: Pico W_11f60f, Leitura: 55, Horario: 2025-10-02 12:00:35, Temp: 24.7, Umid: 60.0
[2025-10-02 12:00:56] Dispositivo: Pico W_11f60f, Leitura: 56, Horario: 2025-10-02 12:00:57, Temp: 24.6, Umid: 59.7
[2025-10-02 12:01:18] Dispositivo: Pico W_11f60f, Leitura: 57, Horario: 2025-10-02 12:01:19, Temp: 24.6, Umid: 59.9
[2025-10-02 12:01:41] Dispositivo: Pico W_11f60f, Leitura: 58, Horario: 2025-10-02 12:01:41, Temp: 24.6, Umid: 60.1
[2025-10-02 12:02:03] Dispositivo: Pico W_11f60f, Leitura: 59, Horario: 2025-10-02 12:02:04, Temp: 24.6, Umid: 60.0
[2025-10-02 12:02:08] Dispositivo: Pico W_11f0bb, Leitura: 78, Horario: 2025-10-02 12:02:08, Temp: 26.1, Umid: 55.0
[2025-10-02 12:02:25] Dispositivo: Pico W_11f60f, Leitura: 60, Horario: 2025-10-02 12:02:26, Temp: 24.6, Umid: 60.0
[2025-10-02 12:02:48] Dispositivo: Pico W_11f60f, Leitura: 61, Horario: 2025-10-02 12:02:48, Temp: 24.6, Umid: 60.1
[2025-10-02 12:03:10] Dispositivo: Pico W_11f60f, Leitura: 62, Horario: 2025-10-02 12:03:11, Temp: 24.7, Umid: 60.0
[2025-10-02 12:03:32] Dispositivo: Pico W_11f60f, Leitura: 63, Horario: 2025-10-02 12:03:33, Temp: 24.7, Umid: 59.9
[2025-10-02 12:03:55] Dispositivo: Pico W_11f60f, Leitura: 64, Horario: 2025-10-02 12:03:55, Temp: 24.6, Umid: 59.7
[2025-10-02 12:04:17] Dispositivo: Pico W_11f60f, Leitura: 65, Horario: 2025-10-02 12:04:18, Temp: 24.6, Umid: 59.7
[2025-10-02 12:04:39] Dispositivo: Pico W_11f60f, Leitura: 66, Horario: 2025-10-02 12:04:40, Temp: 24.6, Umid: 59.7
[2025-10-02 12:05:01] Dispositivo: Pico W_11f60f, Leitura: 67, Horario: 2025-10-02 12:05:02, Temp: 24.6, Umid: 60.1
[2025-10-02 12:05:10] Dispositivo: Pico W_11f0bb, Leitura: 79, Horario: 2025-10-02 12:05:10, Temp: 26.1, Umid: 54.9
[2025-10-02 12:05:24] Dispositivo: Pico W_11f60f, Leitura: 68, Horario: 2025-10-02 12:05:25, Temp: 24.6, Umid: 60.7
[2025-10-02 12:05:46] Dispositivo: Pico W_11f60f, Leitura: 69, Horario: 2025-10-02 12:05:47, Temp: 24.7, Umid: 60.9
[2025-10-02 12:06:08] Dispositivo: Pico W_11f60f, Leitura: 70, Horario: 2025-10-02 12:06:09, Temp: 24.6, Umid: 60.7
[2025-10-02 12:06:31] Dispositivo: Pico W_11f60f, Leitura: 71, Horario: 2025-10-02 12:06:31, Temp: 24.7, Umid: 60.7
[2025-10-02 12:06:53] Dispositivo: Pico W_11f60f, Leitura: 72, Horario: 2025-10-02 12:06:54, Temp: 24.7, Umid: 60.8
[2025-10-02 12:07:15] Dispositivo: Pico W_11f60f, Leitura: 73, Horario: 2025-10-02 12:07:16, Temp: 24.8, Umid: 61.2
[2025-10-02 12:07:38] Dispositivo: Pico W_11f60f, Leitura: 74, Horario: 2025-10-02 12:07:38, Temp: 24.9, Umid: 60.9
[2025-10-02 12:08:00] Dispositivo: Pico W_11f60f, Leitura: 75, Horario: 2025-10-02 12:08:01, Temp: 24.9, Umid: 61.0
[2025-10-02 12:08:12] Dispositivo: Pico W_11f0bb, Leitura: 80, Horario: 2025-10-02 12:08:12, Temp: 26.2, Umid: 54.7
[2025-10-02 12:08:22] Dispositivo: Pico W_11f60f, Leitura: 76, Horario: 2025-10-02 12:08:23, Temp: 25.0, Umid: 60.9
[2025-10-02 12:08:45] Dispositivo: Pico W_11f60f, Leitura: 77, Horario: 2025-10-02 12:08:45, Temp: 25.0, Umid: 60.9
[2025-10-02 12:09:07] Dispositivo: Pico W_11f60f, Leitura: 78, Horario: 2025-10-02 12:09:08, Temp: 25.1, Umid: 60.8
[2025-10-02 12:09:29] Dispositivo: Pico W_11f60f, Leitura: 79, Horario: 2025-10-02 12:09:30, Temp: 25.1, Umid: 60.9
[2025-10-02 12:09:51] Dispositivo: Pico W_11f60f, Leitura: 80, Horario: 2025-10-02 12:09:52, Temp: 25.1, Umid: 60.8
[2025-10-02 12:10:14] Dispositivo: Pico W_11f60f, Leitura: 81, Horario: 2025-10-02 12:10:15, Temp: 25.2, Umid: 60.4
[2025-10-02 12:10:38] Dispositivo: Pico W_11f60f, Leitura: 82, Horario: 2025-10-02 12:10:37, Temp: 25.2, Umid: 60.2
[2025-10-02 12:10:58] Dispositivo: Pico W_11f60f, Leitura: 83, Horario: 2025-10-02 12:10:59, Temp: 25.2, Umid: 59.9
[2025-10-02 12:11:21] Dispositivo: Pico W_11f60f, Leitura: 84, Horario: 2025-10-02 12:11:22, Temp: 25.2, Umid: 59.7
[2025-10-02 12:11:43] Dispositivo: Pico W_11f60f, Leitura: 85, Horario: 2025-10-02 12:11:44, Temp: 25.2, Umid: 59.4
[2025-10-02 12:12:05] Dispositivo: Pico W_11f60f, Leitura: 86, Horario: 2025-10-02 12:12:06, Temp: 25.2, Umid: 59.0
[2025-10-02 12:12:28] Dispositivo: Pico W_11f60f, Leitura: 87, Horario: 2025-10-02 12:12:28, Temp: 25.2, Umid: 59.0
[2025-10-02 12:12:50] Dispositivo: Pico W_11f60f, Leitura: 88, Horario: 2025-10-02 12:12:51, Temp: 25.2, Umid: 58.7
[2025-10-02 12:13:12] Dispositivo: Pico W_11f60f, Leitura: 89, Horario: 2025-10-02 12:13:13, Temp: 25.2, Umid: 58.6
[2025-10-02 12:13:35] Dispositivo: Pico W_11f60f, Leitura: 90, Horario: 2025-10-02 12:13:35, Temp: 25.2, Umid: 58.4
[2025-10-02 12:13:57] Dispositivo: Pico W_11f60f, Leitura: 91, Horario: 2025-10-02 12:13:58, Temp: 25.1, Umid: 58.5
[2025-10-02 12:14:17] Dispositivo: Pico W_11f0bb, Leitura: 82, Horario: 2025-10-02 12:14:18, Temp: 26.0, Umid: 55.3
[2025-10-02 12:14:19] Dispositivo: Pico W_11f60f, Leitura: 92, Horario: 2025-10-02 12:14:20, Temp: 25.2, Umid: 58.5
[2025-10-02 12:14:41] Dispositivo: Pico W_11f60f, Leitura: 93, Horario: 2025-10-02 12:14:42, Temp: 25.1, Umid: 58.5
[2025-10-02 12:15:04] Dispositivo: Pico W_11f60f, Leitura: 94, Horario: 2025-10-02 12:15:05, Temp: 25.2, Umid: 58.4
[2025-10-02 12:15:26] Dispositivo: Pico W_11f60f, Leitura: 95, Horario: 2025-10-02 12:15:27, Temp: 25.2, Umid: 58.5
[2025-10-02 12:15:48] Dispositivo: Pico W_11f60f, Leitura: 96, Horario: 2025-10-02 12:15:49, Temp: 25.2, Umid: 58.7
[2025-10-02 12:16:11] Dispositivo: Pico W_11f60f, Leitura: 97, Horario: 2025-10-02 12:16:12, Temp: 25.2, Umid: 58.8
[2025-10-02 12:16:33] Dispositivo: Pico W_11f60f, Leitura: 98, Horario: 2025-10-02 12:16:34, Temp: 25.2, Umid: 58.8
[2025-10-02 12:16:55] Dispositivo: Pico W_11f60f, Leitura: 99, Horario: 2025-10-02 12:16:56, Temp: 25.2, Umid: 58.9
[2025-10-02 12:17:18] Dispositivo: Pico W_11f60f, Leitura: 100, Horario: 2025-10-02 12:17:18, Temp: 25.2, Umid: 58.8
[2025-10-02 12:17:20] Dispositivo: Pico W_11f0bb, Leitura: 83, Horario: 2025-10-02 12:17:20, Temp: 26.1, Umid: 55.1
[2025-10-02 12:17:40] Dispositivo: Pico W_11f60f, Leitura: 101, Horario: 2025-10-02 12:17:41, Temp: 25.2, Umid: 58.6
[2025-10-02 12:18:02] Dispositivo: Pico W_11f60f, Leitura: 102, Horario: 2025-10-02 12:18:03, Temp: 25.3, Umid: 59.3
[2025-10-02 12:18:25] Dispositivo: Pico W_11f60f, Leitura: 103, Horario: 2025-10-02 12:18:25, Temp: 25.3, Umid: 59.3
[2025-10-02 12:18:47] Dispositivo: Pico W_11f60f, Leitura: 104, Horario: 2025-10-02 12:18:48, Temp: 25.3, Umid: 59.4
[2025-10-02 12:19:09] Dispositivo: Pico W_11f60f, Leitura: 105, Horario: 2025-10-02 12:19:10, Temp: 25.3, Umid: 59.6
[2025-10-02 12:19:33] Dispositivo: Pico W_11f60f, Leitura: 106, Horario: 2025-10-02 12:19:32, Temp: 25.4, Umid: 59.4
[2025-10-02 12:19:54] Dispositivo: Pico W_11f60f, Leitura: 107, Horario: 2025-10-02 12:19:55, Temp: 25.4, Umid: 59.1
[2025-10-02 12:20:16] Dispositivo: Pico W_11f60f, Leitura: 108, Horario: 2025-10-02 12:20:17, Temp: 25.4, Umid: 58.8
[2025-10-02 12:20:22] Dispositivo: Pico W_11f0bb, Leitura: 84, Horario: 2025-10-02 12:20:22, Temp: 26.1, Umid: 54.8
[2025-10-02 12:20:38] Dispositivo: Pico W_11f60f, Leitura: 109, Horario: 2025-10-02 12:20:39, Temp: 25.4, Umid: 58.7
[2025-10-02 12:21:01] Dispositivo: Pico W_11f60f, Leitura: 110, Horario: 2025-10-02 12:21:02, Temp: 25.4, Umid: 59.0
[2025-10-02 12:21:23] Dispositivo: Pico W_11f60f, Leitura: 111, Horario: 2025-10-02 12:21:24, Temp: 25.4, Umid: 59.1
[2025-10-02 12:21:45] Dispositivo: Pico W_11f60f, Leitura: 112, Horario: 2025-10-02 12:21:46, Temp: 25.4, Umid: 58.6
[2025-10-02 12:22:08] Dispositivo: Pico W_11f60f, Leitura: 113, Horario: 2025-10-02 12:22:08, Temp: 25.4, Umid: 58.5
[2025-10-02 12:22:30] Dispositivo: Pico W_11f60f, Leitura: 114, Horario: 2025-10-02 12:22:31, Temp: 25.3, Umid: 58.5
[2025-10-02 12:22:52] Dispositivo: Pico W_11f60f, Leitura: 115, Horario: 2025-10-02 12:22:53, Temp: 25.4, Umid: 58.2
[2025-10-02 12:23:15] Dispositivo: Pico W_11f60f, Leitura: 116, Horario: 2025-10-02 12:23:15, Temp: 25.3, Umid: 58.2
[2025-10-02 12:23:24] Dispositivo: Pico W_11f0bb, Leitura: 85, Horario: 2025-10-02 12:23:25, Temp: 26.2, Umid: 54.8
[2025-10-02 12:23:37] Dispositivo: Pico W_11f60f, Leitura: 117, Horario: 2025-10-02 12:23:38, Temp: 25.3, Umid: 58.4
[2025-10-02 12:23:59] Dispositivo: Pico W_11f60f, Leitura: 118, Horario: 2025-10-02 12:24:00, Temp: 25.3, Umid: 58.6
[2025-10-02 12:24:22] Dispositivo: Pico W_11f60f, Leitura: 119, Horario: 2025-10-02 12:24:22, Temp: 25.3, Umid: 58.9
[2025-10-02 12:24:44] Dispositivo: Pico W_11f60f, Leitura: 120, Horario: 2025-10-02 12:24:45, Temp: 25.3, Umid: 58.9
[2025-10-02 12:25:06] Dispositivo: Pico W_11f60f, Leitura: 121, Horario: 2025-10-02 12:25:07, Temp: 25.3, Umid: 59.0
[2025-10-02 12:25:28] Dispositivo: Pico W_11f60f, Leitura: 122, Horario: 2025-10-02 12:25:29, Temp: 25.4, Umid: 59.0
[2025-10-02 12:25:51] Dispositivo: Pico W_11f60f, Leitura: 123, Horario: 2025-10-02 12:25:52, Temp: 25.4, Umid: 59.1
[2025-10-02 12:26:13] Dispositivo: Pico W_11f60f, Leitura: 124, Horario: 2025-10-02 12:26:14, Temp: 25.4, Umid: 59.0
[2025-10-02 12:26:27] Dispositivo: Pico W_11f0bb, Leitura: 86, Horario: 2025-10-02 12:26:27, Temp: 26.2, Umid: 54.8
[2025-10-02 12:26:35] Dispositivo: Pico W_11f60f, Leitura: 125, Horario: 2025-10-02 12:26:36, Temp: 25.4, Umid: 58.7
[2025-10-02 12:26:58] Dispositivo: Pico W_11f60f, Leitura: 126, Horario: 2025-10-02 12:26:58, Temp: 25.5, Umid: 58.5
[2025-10-02 12:27:20] Dispositivo: Pico W_11f60f, Leitura: 127, Horario: 2025-10-02 12:27:21, Temp: 25.5, Umid: 58.6
[2025-10-02 12:27:45] Dispositivo: Pico W_11f60f, Leitura: 128, Horario: 2025-10-02 12:27:43, Temp: 25.5, Umid: 59.5
[2025-10-02 12:28:05] Dispositivo: Pico W_11f60f, Leitura: 129, Horario: 2025-10-02 12:28:05, Temp: 25.5, Umid: 59.9
[2025-10-02 12:28:27] Dispositivo: Pico W_11f60f, Leitura: 130, Horario: 2025-10-02 12:28:28, Temp: 25.6, Umid: 58.9
[2025-10-02 12:28:49] Dispositivo: Pico W_11f60f, Leitura: 131, Horario: 2025-10-02 12:28:50, Temp: 25.6, Umid: 58.5
[2025-10-02 12:29:12] Dispositivo: Pico W_11f60f, Leitura: 132, Horario: 2025-10-02 12:29:12, Temp: 25.6, Umid: 58.3
[2025-10-02 12:29:29] Dispositivo: Pico W_11f0bb, Leitura: 87, Horario: 2025-10-02 12:29:29, Temp: 26.3, Umid: 54.6
[2025-10-02 12:29:34] Dispositivo: Pico W_11f60f, Leitura: 133, Horario: 2025-10-02 12:29:35, Temp: 25.6, Umid: 58.2
[2025-10-02 12:29:56] Dispositivo: Pico W_11f60f, Leitura: 134, Horario: 2025-10-02 12:29:57, Temp: 25.6, Umid: 58.4
[2025-10-02 12:30:20] Dispositivo: Pico W_11f60f, Leitura: 135, Horario: 2025-10-02 12:30:19, Temp: 25.6, Umid: 58.6
[2025-10-02 12:30:41] Dispositivo: Pico W_11f60f, Leitura: 136, Horario: 2025-10-02 12:30:42, Temp: 25.6, Umid: 58.4
[2025-10-02 12:31:03] Dispositivo: Pico W_11f60f, Leitura: 137, Horario: 2025-10-02 12:31:04, Temp: 25.6, Umid: 57.8
[2025-10-02 12:31:25] Dispositivo: Pico W_11f60f, Leitura: 138, Horario: 2025-10-02 12:31:26, Temp: 25.6, Umid: 58.3
[2025-10-02 12:31:48] Dispositivo: Pico W_11f60f, Leitura: 139, Horario: 2025-10-02 12:31:48, Temp: 25.6, Umid: 58.6
[2025-10-02 12:32:10] Dispositivo: Pico W_11f60f, Leitura: 140, Horario: 2025-10-02 12:32:11, Temp: 25.6, Umid: 58.7
[2025-10-02 12:32:31] Dispositivo: Pico W_11f0bb, Leitura: 88, Horario: 2025-10-02 12:32:32, Temp: 26.3, Umid: 55.0
[2025-10-02 12:32:32] Dispositivo: Pico W_11f60f, Leitura: 141, Horario: 2025-10-02 12:32:33, Temp: 25.6, Umid: 58.6
[2025-10-02 12:32:55] Dispositivo: Pico W_11f60f, Leitura: 142, Horario: 2025-10-02 12:32:55, Temp: 25.7, Umid: 58.8
[2025-10-02 12:33:17] Dispositivo: Pico W_11f60f, Leitura: 143, Horario: 2025-10-02 12:33:18, Temp: 25.7, Umid: 58.7
[2025-10-02 12:33:39] Dispositivo: Pico W_11f60f, Leitura: 144, Horario: 2025-10-02 12:33:40, Temp: 25.7, Umid: 58.7
[2025-10-02 12:34:02] Dispositivo: Pico W_11f60f, Leitura: 145, Horario: 2025-10-02 12:34:02, Temp: 25.8, Umid: 58.5
[2025-10-02 12:34:24] Dispositivo: Pico W_11f60f, Leitura: 146, Horario: 2025-10-02 12:34:25, Temp: 25.8, Umid: 58.1
[2025-10-02 12:34:46] Dispositivo: Pico W_11f60f, Leitura: 147, Horario: 2025-10-02 12:34:47, Temp: 25.8, Umid: 58.2
